,Player,Team,Position,Minutes Played,Aerial Duels Attempted,Defensive Duels Attempted,Touches in Penalty Area,Offsides,Progressive Runs,Fouls Drawn,Goals,Assists,Shots,Shots on Target,Ball Recoveries,Losses of Possession,Interceptions,Red Cards,Yellow Cards,Fouls Committed,Total Passes Attempted,Long Passes Attempted,Forward Passes,Passes into Final Third,Passes into Penalty Area,Passes Received,Crosses Attempted,Accurate Crosses,Shot Assists,ps
853,Fábio,Nantes,DF,1667.0,3.7300000000000004,3.62,1.03,0.05,3.08,1.03,0.0,0.11,0.59,0.05,9.35,0.38,2.11,0.05,0.43,1.78,46.1,6.81,2.59,2.38,0.49,26.2,1.68,0.16,0.49,0
854,Fábio Silva,Wolves,FW,572.0,7.82,0.94,6.88,0.63,4.69,1.25,0.0,0.0,2.97,0.78,5.16,2.66,0.63,0.0,0.0,2.19,20.6,1.09,2.03,0.63,0.94,23.4,0.63,0.0,0.63,0
855,Félix Lemaréchal,Monaco,MF,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,150.0,10.0,0.0,10.0,0.0,140.0,0.0,0.0,0.0,0
856,Gabriel Dos Santos,Arsenal,DF,3063.0,3.12,1.68,1.24,0.03,4.24,1.26,0.15,0.0,0.88,0.35,7.35,0.09,1.15,0.03,0.24,0.71,58.9,10.3,2.44,3.26,0.03,50.1,0.12,0.0,0.24,0
857,Gabriel Gudmundsson,Lille,DFMF,1344.0,2.69,3.49,1.81,0.34,5.77,1.28,0.07,0.0,1.34,0.4,8.12,1.54,1.61,0.0,0.2,1.95,47.7,8.66,2.75,2.35,0.6,36.4,2.89,0.34,0.74,0
858,Gabriel Jesus,Manchester City,FW,1877.0,2.96,1.15,7.99,0.48,7.03,1.48,0.38,0.38,3.01,1.0,6.12,2.2,0.86,0.0,0.05,1.44,36.3,1.91,2.54,0.86,1.48,38.1,1.29,0.29,1.67,0
859,Gabriel Paulista,Valencia,DF,1592.0,3.5,1.41,0.45,0.06,1.64,0.68,0.11,0.06,0.34,0.17,9.44,0.17,3.79,0.0,0.11,0.68,34.0,11.3,1.69,1.58,0.11,18.4,0.0,0.0,0.17,0
860,Gabriel Silva,Saint-Étienne,DF,713.0,2.91,1.52,0.13,0.0,2.53,2.03,0.0,0.0,0.13,0.0,6.84,0.89,1.77,0.0,0.13,1.14,43.3,7.22,2.41,2.03,0.13,25.3,0.51,0.0,0.25,0
861,Gabriel Veiga,Celta Vigo,MF,108.0,9.17,3.33,1.67,0.0,5.0,4.17,0.0,0.0,1.67,0.0,18.3,0.83,2.5,0.0,0.0,0.0,56.7,7.5,5.83,2.5,2.5,43.3,2.5,0.83,0.83,0
862,Gabriel Vidovic,Bayern Munich,MF,36.0,2.5,0.0,10.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,20.0,5.0,0.0,0.0,0.0,0.0,57.5,2.5,7.5,5.0,2.5,45.0,0.0,0.0,5.0,0
863,Gabriele Zappa,Cagliari,DF,1144.0,2.44,1.73,1.02,0.0,3.94,0.94,0.0,0.0,0.47,0.16,7.72,1.1,1.81,0.08,0.31,1.34,48.7,7.8,2.6,1.89,0.55,35.4,1.73,0.47,0.63,0
864,Gaetano Castrovilli,Fiorentina,MF,1391.0,1.48,1.94,3.23,0.06,5.61,2.58,0.06,0.06,1.03,0.13,6.58,1.87,1.61,0.0,0.26,1.42,35.5,5.48,3.68,1.81,1.42,31.6,1.61,0.06,0.97,0
865,Gareth Bale,Real Madrid,FW,280.0,3.87,0.32,4.52,0.32,4.19,0.32,0.32,0.0,4.84,1.94,3.23,1.94,1.61,0.0,0.65,0.97,20.6,2.26,2.9,1.29,0.97,25.2,0.65,0.0,0.32,0
866,Gary Medel,Bologna,DF,2823.0,2.26,1.08,0.06,0.03,1.78,0.99,0.0,0.03,0.06,0.0,9.27,0.22,1.97,0.03,0.32,1.24,52.5,14.2,1.88,2.01,0.13,37.9,0.1,0.03,0.03,0
867,Gastón Pereiro,Cagliari,FWMF,975.0,5.640000000000001,0.83,2.87,0.19,7.5,0.83,0.37,0.19,1.94,0.83,5.56,1.11,0.28,0.0,0.09,1.67,34.0,7.04,2.31,2.04,1.2,30.2,2.59,0.46,1.67,0
868,Gauthier Gallon,Troyes,GK,2790.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,5.19,0.0,0.0,0.0,0.06,0.0,34.2,19.5,0.0,0.29,0.0,15.8,0.0,0.0,0.0,0
869,Gavi Paez,Barcelona,MFFW,2316.0,2.84,1.67,3.81,0.47,7.08,3.23,0.08,0.19,1.21,0.31,7.39,2.18,1.32,0.04,0.43,2.68,49.4,4.79,2.92,4.51,1.09,48.7,1.32,0.16,0.7,0
870,Gaël Kakuta,Lens,MFFW,1673.0,2.37,1.77,2.53,0.27,4.35,1.99,0.16,0.11,2.1,0.75,5.65,2.53,0.7,0.0,0.05,0.91,39.0,5.11,3.6,3.55,1.02,41.7,1.94,0.38,1.18,0
871,Gaëtan Laborde,"Montpellier, Rennes",FW,1535.0,7.69,0.76,4.93,0.345,3.59,0.74,0.595,0.13,3.08,1.19,4.5649999999999995,0.99,0.805,0.0,0.14500000000000002,0.975,23.6,1.845,1.5350000000000001,0.94,0.875,24.8,1.3050000000000002,0.43000000000000005,1.085,0
872,Gaëtan Poussin,Bordeaux,GK,1170.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.23,0.0,37.0,20.5,0.0,0.08,0.0,17.0,0.0,0.0,0.0,0
873,Gelson Martins,Monaco,FWMF,1905.0,2.45,2.22,5.42,0.71,6.75,1.79,0.19,0.14,1.37,0.52,7.31,2.26,1.23,0.0,0.19,1.27,32.3,1.6,1.89,1.08,0.66,33.3,1.42,0.19,1.08,0
874,Genki Haraguchi,Union Berlin,MF,1755.0,2.51,2.0,1.95,0.05,3.13,1.69,0.1,0.31,1.49,0.31,9.38,0.67,1.33,0.0,0.1,1.64,28.6,3.79,2.97,2.1,0.51,22.4,0.72,0.15,1.23,0
875,Geoffrey Kondogbia,Atlético Madrid,MFDF,1882.0,3.3999999999999995,3.59,0.29,0.0,3.44,2.3,0.05,0.1,0.72,0.05,12.2,1.29,2.63,0.1,0.62,2.06,48.2,8.61,3.4,3.35,0.53,37.4,0.05,0.0,0.43,0
876,George Bello,Arminia,DF,434.0,2.51,2.08,2.08,0.21,3.75,1.46,0.0,0.0,0.63,0.0,7.5,1.67,1.88,0.0,0.0,0.63,36.9,3.33,2.71,1.88,0.21,26.5,1.25,0.0,0.63,0
877,Georges Mikautadze,Metz,FW,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0
878,Georginio Rutter,Hoffenheim,FWMF,1611.0,5.8100000000000005,1.4,5.7,1.17,3.46,2.29,0.45,0.11,3.02,1.06,4.36,2.29,0.45,0.0,0.11,2.23,18.4,2.46,1.4,1.01,0.89,26.3,1.06,0.22,0.45,0
879,Georginio Wijnaldum,Paris S-G,MF,1653.0,1.0899999999999999,1.03,2.5,0.0,2.34,1.09,0.05,0.16,1.2,0.11,5.98,1.2,0.6,0.0,0.11,0.43,41.0,2.23,1.58,2.39,0.6,38.8,0.05,0.0,0.6,0
880,Gerard Deulofeu,Udinese,FWMF,2616.0,1.1400000000000001,0.55,7.15,1.13,9.0,1.17,0.45,0.17,2.61,1.13,4.74,2.37,0.93,0.0,0.31,0.89,38.0,6.7,4.6,1.62,2.75,35.2,3.06,0.27,2.71,0
881,Gerard Gumbau,Elche,MF,1890.0,2.5199999999999996,2.05,0.43,0.0,2.67,1.14,0.0,0.19,1.05,0.19,7.81,0.62,1.29,0.05,0.38,2.62,51.1,13.8,2.95,4.57,0.38,38.8,1.29,0.1,1.38,0
882,Gerard Moreno,Villarreal,FW,1191.0,4.16,0.53,6.21,0.61,4.92,1.52,0.68,0.23,2.73,0.98,3.71,2.2,0.53,0.0,0.15,1.06,35.8,5.91,4.47,2.88,1.89,40.3,0.98,0.3,2.2,0
883,Gerard Piqué,Barcelona,DF,2092.0,5.6899999999999995,0.95,1.21,0.04,5.3,0.69,0.04,0.0,0.82,0.13,11.8,0.17,1.51,0.04,0.43,1.47,71.7,15.9,4.7,5.56,0.13,57.2,0.0,0.0,0.09,0
884,Gerard Yepes,Sampdoria,MFDF,21.0,5.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,5.0,0.0,0.0,5.0,110.0,30.0,5.0,5.0,0.0,75.0,0.0,0.0,0.0,0
885,Germán Pezzella,Betis,DF,1988.0,5.07,1.31,1.13,0.09,0.9,0.36,0.05,0.0,0.81,0.27,7.69,0.14,2.22,0.05,0.23,1.36,47.1,10.0,1.04,0.9,0.18,36.2,0.09,0.0,0.0,0
886,Germán Sánchez,Granada,DF,2209.0,5.43,1.22,1.27,0.04,1.27,1.02,0.08,0.04,0.53,0.16,10.1,0.04,1.43,0.04,0.41,0.94,41.8,12.8,1.59,1.47,0.04,29.3,0.0,0.0,0.16,0
887,Germán Valera,Real Sociedad,FWMF,51.0,1.67,5.0,0.0,0.0,8.33,0.0,0.0,0.0,1.67,0.0,11.7,6.67,0.0,0.0,0.0,5.0,28.3,5.0,1.67,0.0,0.0,36.7,0.0,0.0,0.0,0
888,Gerrit Holtmann,Bochum,FWMF,1840.0,2.1,0.64,3.19,0.25,5.29,0.78,0.25,0.2,2.3,0.98,5.1,2.65,1.08,0.0,0.0,1.13,17.9,2.75,1.81,0.69,1.32,22.0,2.6,0.69,1.37,0
889,Gerson,Marseille,MFFW,2544.0,1.63,1.77,3.0,0.07,4.98,2.51,0.32,0.14,1.55,0.67,5.87,1.48,0.88,0.0,0.11,1.84,46.4,4.24,2.51,2.54,0.88,43.8,0.99,0.21,0.88,0
890,Gerson Rodrigues,Troyes,FW,848.0,3.7199999999999998,1.17,3.19,0.64,4.36,1.81,0.11,0.11,2.45,0.74,5.11,4.89,0.21,0.0,0.64,3.09,23.5,3.09,1.49,1.81,0.85,31.2,0.32,0.11,0.64,0
891,Gerzino Nyamsi,Strasbourg,DF,2984.0,4.22,1.48,1.17,0.03,1.72,0.15,0.0,0.06,0.84,0.15,8.92,0.39,1.27,0.0,0.12,1.14,43.2,11.8,1.81,2.11,0.15,33.6,0.03,0.0,0.09,0
892,Gerónimo Rulli,Villarreal,GK,2880.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,4.72,0.06,0.0,0.0,0.06,0.0,40.0,18.0,0.03,0.53,0.03,23.2,0.0,0.0,0.0,0
893,Ghislain Konan,Reims,DF,2418.0,1.23,1.34,1.0,0.07,5.8,1.19,0.04,0.11,0.71,0.19,8.25,0.93,2.34,0.0,0.04,0.63,48.6,7.99,4.01,2.08,1.04,33.3,2.49,0.59,1.12,0
894,Giacomo Bonaventura,Fiorentina,MF,2266.0,1.47,1.23,3.29,0.08,6.83,2.38,0.16,0.16,1.79,0.56,7.34,1.11,1.19,0.04,0.32,1.35,48.2,7.58,3.57,3.02,0.79,44.1,0.71,0.0,1.23,0
895,Giacomo Raspadori,Sassuolo,MFFW,2740.0,1.1800000000000002,1.12,4.34,0.16,3.82,1.28,0.33,0.13,2.37,0.82,5.23,2.17,0.76,0.03,0.3,0.95,35.4,5.63,2.34,1.22,1.15,34.7,0.89,0.07,1.51,0
896,Giacomo Satalino,Sassuolo,GK,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
897,Gian Marco Ferrari,Sassuolo,DF,3124.0,4.55,0.63,0.89,0.03,2.48,1.12,0.03,0.0,0.72,0.26,9.48,0.23,1.79,0.03,0.17,0.75,64.1,12.6,3.89,3.78,0.26,50.4,0.09,0.03,0.14,0
898,Gian-Luca Itter,Greuther Fürth,DF,1455.0,2.71,3.09,0.43,0.0,3.46,0.37,0.0,0.06,0.31,0.06,7.47,0.8,2.16,0.0,0.19,1.11,50.1,10.4,3.58,2.53,0.68,32.9,2.22,0.43,0.62,0
899,Giangiacomo Magnani,"Sampdoria, Hellas Verona",DF,384.5,4.365,2.465,0.425,0.0,0.7949999999999999,1.135,0.0,0.0,0.425,0.085,6.495,0.085,2.565,0.085,0.255,1.485,46.849999999999994,10.695,1.79,1.9100000000000001,0.085,37.45,0.085,0.0,0.0,0
900,Gianluca Busio,Venezia,MF,1950.0,3.23,2.76,0.92,0.0,2.76,0.88,0.05,0.05,0.65,0.23,6.45,1.11,1.71,0.0,0.37,1.66,41.7,7.97,2.49,2.95,0.55,34.1,0.6,0.09,0.83,0
901,Gianluca Caprari,Hellas Verona,FWMF,2739.0,1.9100000000000001,1.41,5.36,0.46,7.11,2.66,0.39,0.23,2.14,0.86,5.69,2.5,0.59,0.0,0.13,1.81,41.8,5.66,3.91,2.07,2.17,42.9,2.01,0.23,2.17,0
902,Gianluca Frabotta,Hellas Verona,DFFW,20.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,5.0,45.0,0.0,10.0,0.0,5.0,25.0,0.0,0.0,0.0,0
903,Gianluca Gaetano,Napoli,MF,20.0,20.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,5.0,55.0,0.0,5.0,0.0,0.0,40.0,0.0,0.0,0.0,0
904,Gianluca Mancini,Roma,DF,2878.0,3.72,1.84,1.16,0.03,3.53,0.5,0.0,0.0,0.75,0.19,6.13,0.09,1.56,0.03,0.5,2.06,55.9,12.9,3.69,3.63,0.53,47.4,0.25,0.09,0.19,0
905,Gianluca Pegolo,Sassuolo,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,34.0,16.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0
906,Gianluca Scamacca,Sassuolo,FW,2146.0,4.45,0.88,4.41,0.42,2.48,1.05,0.67,0.0,3.28,1.51,3.49,1.93,0.38,0.0,0.29,2.18,23.7,2.48,1.34,1.09,0.55,27.0,0.21,0.04,1.09,0
907,Gianluigi Donnarumma,Paris S-G,GK,1530.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,3.82,0.12,0.0,0.0,0.18,0.0,27.5,7.59,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0
908,Gideon Jung,Greuther Fürth,DF,142.0,2.5,0.63,1.25,0.0,2.5,1.25,0.0,0.0,0.0,0.0,8.75,0.63,0.63,0.0,0.0,0.63,35.6,6.25,2.5,1.25,0.0,26.9,0.0,0.0,0.0,0
909,Gideon Mensah,Bordeaux,DF,1208.0,2.24,2.84,1.12,0.15,6.72,0.37,0.0,0.15,0.15,0.0,8.96,0.67,2.09,0.07,0.07,1.27,59.3,6.72,3.43,2.76,1.27,41.4,2.84,0.82,1.27,0
910,Gio Reyna,Dortmund,MF,439.0,2.4499999999999997,1.84,5.31,0.2,4.9,2.24,0.41,0.2,2.24,1.22,8.37,2.24,0.2,0.0,0.0,1.43,53.5,5.51,1.84,1.84,1.22,49.2,1.22,0.41,2.86,0
911,Giorgi Mamardashvili,Valencia,GK,1620.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,4.33,0.06,0.0,0.0,0.11,0.0,27.5,20.3,0.0,0.22,0.0,7.72,0.0,0.0,0.0,0
912,Giorgio Altare,Cagliari,DF,1466.0,5.09,2.58,1.6,0.06,2.27,0.98,0.06,0.0,1.1,0.37,12.9,0.18,2.7,0.0,0.31,2.52,50.2,16.4,3.5,3.56,0.55,30.5,0.92,0.25,0.49,0
913,Giorgio Chiellini,Juventus,DF,1354.0,4.66,1.33,0.47,0.13,3.93,1.6,0.0,0.0,0.27,0.0,8.8,0.0,1.2,0.0,0.13,1.33,61.5,16.3,5.07,5.4,0.2,48.8,0.07,0.0,0.47,0
914,Giorgio Cittadini,Atalanta,DF,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
915,Giorgio Scalvini,Atalanta,DFMF,763.0,5.29,3.06,3.29,0.0,3.29,0.71,0.12,0.0,1.88,0.35,12.2,0.82,2.59,0.0,0.12,1.88,59.6,9.29,5.76,4.47,0.59,45.8,0.24,0.0,0.47,0
916,Giorgos Kyriakopoulos,Sassuolo,DFFW,1975.0,2.19,1.6,1.6,0.14,7.67,1.83,0.0,0.23,1.37,0.46,7.21,0.87,1.19,0.05,0.27,1.32,58.6,9.36,3.06,2.6,1.0,46.9,2.83,0.59,1.46,0
917,Giovani Lo Celso,"Tottenham, Villarreal",MFFW,616.0,1.17,2.36,4.06,0.325,6.62,3.5250000000000004,0.045,0.045,2.5949999999999998,0.275,7.38,2.605,0.895,0.0,0.135,1.915,52.95,7.41,3.7,4.645,1.19,52.099999999999994,0.51,0.045,1.7349999999999999,0
918,Giovanni Crociata,Empoli,FW,15.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,45.0,0.0,5.0,5.0,5.0,45.0,0.0,0.0,0.0,0
919,Giovanni Di Lorenzo,Napoli,DF,2869.0,2.51,2.16,2.79,0.25,6.3,1.57,0.03,0.13,0.63,0.16,7.24,0.85,1.44,0.0,0.09,1.47,72.4,6.68,4.98,4.64,1.38,56.2,1.47,0.31,1.0,0
920,Giovanni González,Mallorca,DF,365.0,5.37,2.68,2.68,0.0,2.68,1.22,0.24,0.0,0.73,0.24,8.54,0.49,1.95,0.0,0.24,0.73,49.8,6.1,3.66,2.93,0.98,30.5,1.95,0.24,1.46,0
921,Giovanni Simeone,"Cagliari, Hellas Verona",FW,1330.0,3.4050000000000002,0.525,7.984999999999999,0.575,1.07,1.1,0.29,0.085,1.205,0.56,2.07,1.54,0.1,0.0,0.135,6.05,31.7,0.815,0.44,0.39,0.255,34.65,0.405,0.07,0.375,0
922,Giulian Biancone,Troyes,DF,2292.0,3.5700000000000003,2.98,1.88,0.12,4.12,1.25,0.04,0.08,1.14,0.31,8.51,0.71,2.86,0.0,0.39,1.49,50.9,9.02,3.45,2.39,0.9,37.1,2.82,0.55,0.59,0
923,Giuliano Simeone,Atlético Madrid,DF,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
924,Giulio Maggiore,Spezia,MF,2819.0,2.62,2.01,1.73,0.03,2.81,2.43,0.06,0.1,1.34,0.26,9.14,1.34,1.53,0.0,0.29,2.43,36.4,5.62,3.45,2.46,0.83,31.6,0.45,0.03,1.09,0
925,Giuseppe Pezzella,Atalanta,DF,1072.0,2.52,2.69,2.77,0.17,7.06,2.61,0.0,0.17,0.76,0.08,6.89,1.43,1.01,0.0,0.25,1.51,54.6,6.22,4.2,2.02,0.59,43.3,2.18,0.17,0.76,0
926,Gleison Bremer,Torino,DF,2890.0,9.01,1.59,1.68,0.16,1.4,0.69,0.09,0.03,0.87,0.31,14.3,0.5,3.64,0.0,0.22,2.21,43.7,10.7,1.65,1.65,0.06,27.6,0.03,0.0,0.22,0
927,Gonzalo Castro,Arminia,MFFW,436.0,2.08,1.46,1.88,0.42,2.29,0.63,0.21,0.21,1.67,0.42,7.71,0.63,0.63,0.0,0.0,1.88,36.0,7.71,2.29,2.71,0.42,26.9,1.46,0.21,1.04,0
928,Gonzalo Escalante,"Lazio, Alavés",MF,654.5,2.36,6.04,0.87,0.105,0.765,0.94,0.175,0.0,0.59,0.315,10.35,5.38,1.145,0.035,0.28,1.04,39.0,2.155,1.39,1.145,0.14,29.55,0.105,0.0,0.21,0
929,Gonzalo Melero,Levante,MF,1692.0,3.1399999999999997,1.91,1.49,0.11,3.56,1.65,0.37,0.11,1.06,0.48,6.7,1.86,0.8,0.0,0.27,1.44,41.8,4.47,3.19,2.77,0.32,38.5,0.16,0.0,0.74,0
930,Gonzalo Montiel,Sevilla,DF,1066.0,1.7000000000000002,1.1,1.53,0.34,4.07,1.1,0.08,0.17,0.42,0.08,8.73,0.25,1.27,0.0,0.59,1.02,59.7,8.22,3.73,2.54,1.02,43.3,2.37,0.59,0.93,0
931,Gonzalo Verdú,Elche,DF,1397.0,3.42,1.48,0.32,0.0,0.58,0.84,0.0,0.0,0.19,0.0,6.26,0.06,1.48,0.0,0.71,1.74,45.2,13.9,1.42,1.61,0.0,36.6,0.13,0.0,0.0,0
932,Gonzalo Villar,Getafe,MF,298.0,3.34,2.12,0.3,0.0,4.24,3.94,0.0,0.3,0.61,0.61,10.6,1.21,0.91,0.0,0.0,3.64,41.2,6.67,3.33,3.94,0.61,35.5,0.0,0.0,0.3,0
933,Gonçalo Guedes,Valencia,FWMF,2606.0,1.9699999999999998,1.14,3.69,0.17,6.24,3.03,0.38,0.21,2.31,0.83,5.38,2.14,0.66,0.0,0.1,1.34,30.5,5.83,3.38,1.69,1.66,31.9,2.41,0.48,1.48,0
934,Gonçalo Paciência,Eint Frankfurt,FW,516.0,7.369999999999999,0.53,6.84,0.53,2.81,2.46,0.53,0.0,4.74,1.4,5.09,2.98,0.53,0.0,0.53,1.58,27.7,4.56,2.28,3.16,0.53,33.0,0.7,0.0,0.7,0
